BCRNAME;abd_ppy_median;abd_ppy_lower;abd_ppy_upper;bird_id
BOREAL SOFTWOOD SHIELD;-0.200672404675659;-0.754832252687435;0.678131053080437;Black-backed Woodpecker
NA;NA;NA;NA;NA
TAIGA SHIELD AND HUDSON PLAINS;1.24377557270407;0.720779440641468;2.02697083208593;Downy Woodpecker
BOREAL HARDWOOD TRANSITION;1.36984015213223;0.861776253224962;2.36864256857489;Downy Woodpecker
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.78395518853826;1.30866912213776;1.9986521473049;Downy Woodpecker
BOREAL SOFTWOOD SHIELD;1.87051439705346;1.32390669736397;2.5263752332403;Downy Woodpecker
BOREAL SOFTWOOD SHIELD;0.829790021012757;-0.0799225377747943;1.59075451315645;Hairy Woodpecker
BOREAL HARDWOOD TRANSITION;1.13819797575469;0.318234812749916;1.83442811910273;Hairy Woodpecker
TAIGA SHIELD AND HUDSON PLAINS;1.26275375776158;0.463432217559314;2.65450313599157;Hairy Woodpecker
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;2.09990727397674;1.60842874868029;3.2402637414505;Hairy Woodpecker
BOREAL HARDWOOD TRANSITION;0.256652471173861;-0.416289499081787;0.966454837073273;Pileated Woodpecker
BOREAL SOFTWOOD SHIELD;0.471859873405356;-0.342471144079409;1.27140043810403;Pileated Woodpecker
TAIGA SHIELD AND HUDSON PLAINS;1.35774077565215;0.177970954495331;2.202293417897;Pileated Woodpecker
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.43420196915813;0.923075101480464;2.59826820015019;Pileated Woodpecker
BOREAL HARDWOOD TRANSITION;-3.00434731485499;-3.74974282477893;0.483045720757174;American Kestrel
BOREAL SOFTWOOD SHIELD;-2.70366072543962;-4.67981076743114;-0.550195745857865;American Kestrel
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.91608530966685;-2.4951672436128;-0.651565130879754;American Kestrel
TAIGA SHIELD AND HUDSON PLAINS;0.0523453939327362;-3.01460757752027;0.840608592062722;American Kestrel
BOREAL HARDWOOD TRANSITION;-1.38005512146265;-2.03378795302822;-0.210533136193807;Merlin
BOREAL SOFTWOOD SHIELD;1.14908657688758;-0.3354936505101;2.18036621126293;Merlin
TAIGA SHIELD AND HUDSON PLAINS;1.73555236540133;-1.18816860820885;3.65337219254949;Merlin
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;2.03934722934133;0.492262323514184;2.89177456788693;Merlin
BOREAL HARDWOOD TRANSITION;0.307375133022019;-0.74137253908046;1.0201345927404;Great Crested Flycatcher
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.51987822350333;0.90978187257477;2.39744215017542;Great Crested Flycatcher
BOREAL SOFTWOOD SHIELD;1.99518788236987;-0.0815619506114461;4.24023830360542;Great Crested Flycatcher
NA;NA;NA;NA;NA
TAIGA SHIELD AND HUDSON PLAINS;-0.612399831187948;-1.15928694426982;0.177797418168373;Eastern Kingbird
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.390810549466915;-0.859971301270233;-0.109972058729003;Eastern Kingbird
BOREAL SOFTWOOD SHIELD;0.394419666053509;-1.26221030388421;1.56407267137617;Eastern Kingbird
BOREAL HARDWOOD TRANSITION;0.757545336971141;-0.406029726257764;1.82033637230559;Eastern Kingbird
BOREAL HARDWOOD TRANSITION;-1.78784875979314;-3.61872902070586;-0.806636239186107;Olive-sided Flycatcher
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.436571938263065;-2.14007164012953;0.479467648808284;Olive-sided Flycatcher
BOREAL SOFTWOOD SHIELD;0.641503339977677;-0.236605124877918;2.60214944073901;Olive-sided Flycatcher
TAIGA SHIELD AND HUDSON PLAINS;4.3037602372474;2.04465314110393;6.81625185814418;Olive-sided Flycatcher
BOREAL SOFTWOOD SHIELD;1.32683053139232;-1.03112550656194;3.33418936365368;Eastern Wood-Pewee
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.43077178137331;1.19898782772398;1.79097885298642;Eastern Wood-Pewee
BOREAL HARDWOOD TRANSITION;1.65964038110406;0.607017614090329;2.37859040654892;Eastern Wood-Pewee
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.88880542986139;-3.96436822327333;-2.01322021099566;Alder Flycatcher
BOREAL HARDWOOD TRANSITION;-0.89447237760461;-1.38253952507174;-0.23763287615363;Alder Flycatcher
BOREAL SOFTWOOD SHIELD;-0.491956315399978;-1.08153144139463;0.432858811075784;Alder Flycatcher
TAIGA SHIELD AND HUDSON PLAINS;1.31032971363162;-0.476512669469182;2.30841553126581;Alder Flycatcher
BOREAL HARDWOOD TRANSITION;-4.16187917077922;-6.13422433870511;-2.91913928886406;Willow Flycatcher
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.11298894726565;-1.40016489103005;-0.293994455665585;Willow Flycatcher
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.947871332509913;-1.80841686449952;-0.285888903181531;Least Flycatcher
BOREAL HARDWOOD TRANSITION;0.312209189382861;-0.078641410505463;0.806042981898035;Least Flycatcher
BOREAL SOFTWOOD SHIELD;0.875233680083997;0.238992456922908;1.32215532378106;Least Flycatcher
TAIGA SHIELD AND HUDSON PLAINS;2.02754526402707;0.316638592151399;3.93157535945562;Least Flycatcher
BOREAL SOFTWOOD SHIELD;-1.99757167558616;-3.03446502201939;-0.423302912010404;Eastern Phoebe
BOREAL HARDWOOD TRANSITION;-0.431166744789932;-0.771570481911988;0.463038585840522;Eastern Phoebe
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.0472508520210758;-0.734925203403398;0.602820107321266;Eastern Phoebe
NA;NA;NA;NA;NA
BOREAL HARDWOOD TRANSITION;-0.384274289925661;-1.4601892521051;0.500196370093581;Yellow-throated Vireo
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.132355048457787;-0.619554325801171;0.981364980449716;Yellow-throated Vireo
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;1.25465810287467;0.384075908553712;2.58930714849575;Blue-headed Vireo
BOREAL HARDWOOD TRANSITION;1.31357063755067;0.733757564083367;1.73818477894714;Blue-headed Vireo
TAIGA SHIELD AND HUDSON PLAINS;1.32605550169695;-0.319596531322077;4.10469061864318;Blue-headed Vireo
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;2.25732097685334;1.42760719025778;2.91777534372502;Blue-headed Vireo
BOREAL HARDWOOD TRANSITION;-0.466930728127678;-1.87297710474335;0.620153148565828;Philadelphia Vireo
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.167986075940594;-0.862516854048161;1.24571017276905;Philadelphia Vireo
BOREAL SOFTWOOD SHIELD;2.26185597967873;1.86192301954634;3.03490453107465;Philadelphia Vireo
TAIGA SHIELD AND HUDSON PLAINS;4.39346472311167;1.8842780280006;6.10064938772659;Philadelphia Vireo
BOREAL HARDWOOD TRANSITION;-0.210606972319124;-0.716244373614943;1.40187739535254;Warbling Vireo
BOREAL SOFTWOOD SHIELD;0.491386136338733;-0.795815805324276;2.83522717122348;Warbling Vireo
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.55199129716734;1.13922306384907;2.10255129526607;Warbling Vireo
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.839635328596043;0.523435081507899;1.11106430668129;Red-eyed Vireo
BOREAL HARDWOOD TRANSITION;0.99766995106286;0.586071457311318;1.29755837282332;Red-eyed Vireo
TAIGA SHIELD AND HUDSON PLAINS;1.13142118398958;-0.182891808363625;2.26878564414253;Red-eyed Vireo
BOREAL SOFTWOOD SHIELD;1.98155195799976;1.41801571860825;2.48990108654492;Red-eyed Vireo
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.27171175909001;-3.11165871749638;0.96105425283282;Loggerhead Shrike
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.9703512189084;-3.64649997257514;-2.21334474021055;Canada Jay
BOREAL HARDWOOD TRANSITION;-0.902877853458463;-1.58044625044836;-0.372051427585243;Canada Jay
BOREAL SOFTWOOD SHIELD;-0.64930003559561;-1.2582428366917;0.138114937798586;Canada Jay
TAIGA SHIELD AND HUDSON PLAINS;4.64074625038262;3.22724572582714;6.81089933319878;Canada Jay
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.49192354696813;1.29160973654604;1.68510860064464;Blue Jay
BOREAL HARDWOOD TRANSITION;1.59170222850882;0.94854753318974;2.1101414981558;Blue Jay
TAIGA SHIELD AND HUDSON PLAINS;2.02093492966603;1.26809324444315;3.12976909852804;Blue Jay
BOREAL SOFTWOOD SHIELD;2.11714772365253;1.54175083021944;2.67131519847012;Blue Jay
BOREAL HARDWOOD TRANSITION;1.08626890971684;-0.262118840675549;2.45732678105875;Black-billed Magpie
BOREAL SOFTWOOD SHIELD;1.92223621708671;0.127477412034639;3.3091866563606;Black-billed Magpie
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL HARDWOOD TRANSITION;-1.58774277545481;-2.08989976567816;-0.888467764105124;American Crow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.41629034370763;-1.62888419324571;-1.2214215719754;American Crow
TAIGA SHIELD AND HUDSON PLAINS;-1.27327210930845;-1.91926102190601;-0.816285475968797;American Crow
BOREAL SOFTWOOD SHIELD;-0.108972069608706;-0.782483484911003;0.822509533107837;American Crow
BOREAL SOFTWOOD SHIELD;-0.353723614676984;-1.25180647227556;0.673890164042177;Common Raven
BOREAL HARDWOOD TRANSITION;-0.186295703386784;-1.37466868677832;0.835643343040428;Common Raven
TAIGA SHIELD AND HUDSON PLAINS;1.16472114043045;0.00135344193816982;2.63281289305101;Common Raven
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;4.20930127549136;3.38573240142306;4.87304330311782;Common Raven
BOREAL SOFTWOOD SHIELD;-1.23900393212562;-1.65350261228398;-0.79526883224914;Black-capped Chickadee
BOREAL HARDWOOD TRANSITION;-1.1993706642105;-1.59149255807437;-0.888599365523166;Black-capped Chickadee
TAIGA SHIELD AND HUDSON PLAINS;-1.05773518068403;-1.65298412748402;-0.54733628860729;Black-capped Chickadee
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.994871258599572;-1.30721885280397;-0.748680839625452;Black-capped Chickadee
BOREAL HARDWOOD TRANSITION;-7.67124384464845;-9.73948564944825;-7.26068763425386;Boreal Chickadee
BOREAL SOFTWOOD SHIELD;-1.56465787335315;-2.7794162099282;-0.299980906922064;Boreal Chickadee
TAIGA SHIELD AND HUDSON PLAINS;6.41275258700169;4.86867975758883;8.27804809539071;Boreal Chickadee
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.12694194262296;0.434219722587612;1.95206179642923;Tufted Titmouse
BOREAL HARDWOOD TRANSITION;3.6921333076631;2.75425288727699;4.50383523471255;Tufted Titmouse
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL HARDWOOD TRANSITION;-4.18012626880659;-6.04662467969578;-2.82398989153121;Horned Lark
TAIGA SHIELD AND HUDSON PLAINS;-2.37320226423047;-6.52719044075605;0.449685994217935;Horned Lark
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.13034082176461;-3.54195604581202;-0.565996354437912;Horned Lark
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.83897267406702;-4.36729237621099;-3.06434292931266;Bank Swallow
BOREAL HARDWOOD TRANSITION;-2.50260699061082;-3.57396685763906;-0.927973794839169;Bank Swallow
BOREAL SOFTWOOD SHIELD;0.11895409122557;-1.45381251506608;0.748947393035597;Bank Swallow
TAIGA SHIELD AND HUDSON PLAINS;1.6055778510803;0.147456536832257;2.94976617584463;Bank Swallow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.03391212245388;-2.45626760970403;-1.67199326344012;Tree Swallow
BOREAL HARDWOOD TRANSITION;-1.88351110882505;-2.29531597603956;-1.33395656437245;Tree Swallow
BOREAL SOFTWOOD SHIELD;-1.59759720225586;-2.46376255405016;-0.647016068313863;Tree Swallow
TAIGA SHIELD AND HUDSON PLAINS;-1.22636338224054;-2.26684016397772;0.119300629469685;Tree Swallow
BOREAL HARDWOOD TRANSITION;-1.17177234202079;-2.07760788283148;-0.391413877334292;Northern Rough-winged Swallow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.792613602950627;-1.15864285880935;0.140584201014469;Northern Rough-winged Swallow
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.699278701425483;0.00874405013450383;1.60365554172389;Purple Martin
BOREAL HARDWOOD TRANSITION;0.849506459151943;0.0173371383038382;1.84893444814893;Purple Martin
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL HARDWOOD TRANSITION;-1.7523014912691;-2.44177083351295;-1.17152985321748;Barn Swallow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.72083716624018;-1.95772334031978;-1.49533578313625;Barn Swallow
TAIGA SHIELD AND HUDSON PLAINS;-1.49187404195081;-2.58315508267097;-0.626554278472239;Barn Swallow
BOREAL SOFTWOOD SHIELD;-1.20390881871655;-2.24286515985574;0.0500023916705746;Barn Swallow
BOREAL HARDWOOD TRANSITION;-3.39908396649465;-3.93251662751039;-2.60071359498552;Cliff Swallow
BOREAL SOFTWOOD SHIELD;-2.86061829483735;-4.06882260764452;-1.67534907778743;Cliff Swallow
TAIGA SHIELD AND HUDSON PLAINS;-0.703073265117789;-4.22785203254959;1.44351393175097;Cliff Swallow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.0980724267063585;-0.553932509617991;1.17928088798625;Cliff Swallow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.637934741140207;-1.44033368707823;0.739603906788735;Ruby-crowned Kinglet
BOREAL HARDWOOD TRANSITION;0.809636508364783;0.488156219488351;2.15436274892738;Ruby-crowned Kinglet
TAIGA SHIELD AND HUDSON PLAINS;1.2148014120268;0.428344098345864;2.44683046381324;Ruby-crowned Kinglet
BOREAL SOFTWOOD SHIELD;1.30300051951992;0.777323286420934;2.2657947541181;Ruby-crowned Kinglet
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.06182462977698;-3.15491613386312;-1.32040031154853;Golden-crowned Kinglet
BOREAL HARDWOOD TRANSITION;-0.495468449644163;-1.21235009716201;0.43356468963645;Golden-crowned Kinglet
BOREAL SOFTWOOD SHIELD;0.604695025436743;-0.638797066664716;1.38026493077963;Golden-crowned Kinglet
TAIGA SHIELD AND HUDSON PLAINS;1.07568650512626;-0.204397669490626;1.686271487599;Golden-crowned Kinglet
TAIGA SHIELD AND HUDSON PLAINS;-3.20128734057861;-4.65141758458967;-1.87724735975653;Cedar Waxwing
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.68305011849866;-2.99209782504468;-2.30849703543375;Cedar Waxwing
BOREAL SOFTWOOD SHIELD;-1.85313496606928;-2.34161755201972;-1.35783614748269;Cedar Waxwing
BOREAL HARDWOOD TRANSITION;-1.83471862745819;-2.303603497086;-1.5926721514784;Cedar Waxwing
BOREAL HARDWOOD TRANSITION;0.0413089558703102;-0.309178179794171;0.468960245518558;Red-breasted Nuthatch
TAIGA SHIELD AND HUDSON PLAINS;0.569443848166014;-1.45431608527134;1.38916188816866;Red-breasted Nuthatch
BOREAL SOFTWOOD SHIELD;0.784115410906846;0.20418278882549;1.11217527804786;Red-breasted Nuthatch
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.41642284204279;0.739123394861196;2.19566672782266;Red-breasted Nuthatch
TAIGA SHIELD AND HUDSON PLAINS;0.111159886805249;-0.863076015308827;0.796553792391073;White-breasted Nuthatch
BOREAL HARDWOOD TRANSITION;1.35088681679575;0.746441711680531;2.04833933246456;White-breasted Nuthatch
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.4653975337046;1.15193886390714;1.8446261602799;White-breasted Nuthatch
BOREAL SOFTWOOD SHIELD;2.93263906803735;2.22224342797048;3.95348729889977;White-breasted Nuthatch
BOREAL HARDWOOD TRANSITION;-1.14607583954168;-1.9397399877991;-0.286470730249547;Brown Creeper
BOREAL SOFTWOOD SHIELD;-0.644373763331053;-1.91942290536157;1.17578299021567;Brown Creeper
TAIGA SHIELD AND HUDSON PLAINS;0.747966546326711;-1.61261171704558;2.26765444549772;Brown Creeper
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.17638295762966;0.215819997946327;2.21316723337562;Brown Creeper
BOREAL HARDWOOD TRANSITION;-3.51863002348619;-4.89772604974653;-1.65487412801351;Blue-gray Gnatcatcher
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.87003327357759;-2.74619893420675;-0.820642373258703;Blue-gray Gnatcatcher
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;6.4813104881222;5.55107312015754;7.88496045502137;Carolina Wren
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;2.06339635922594;0.465054304285298;5.70904253051557;House Wren
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;2.81745537603942;2.57457335119599;3.27182910508141;House Wren
BOREAL HARDWOOD TRANSITION;4.58061129823984;3.44367138455179;5.21840649015013;House Wren
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.100528275509838;-0.298235658577272;1.1018633723676;Winter Wren
BOREAL HARDWOOD TRANSITION;0.27016792633246;-0.542745166789174;0.709310666913239;Winter Wren
BOREAL SOFTWOOD SHIELD;0.616241768940852;-0.447248610840948;1.50919558109782;Winter Wren
TAIGA SHIELD AND HUDSON PLAINS;0.681710058866825;-2.4799881652673;2.98912629912615;Winter Wren
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.558330698436;-3.2806635307484;-0.503897363719221;Sedge Wren
BOREAL HARDWOOD TRANSITION;1.60808936284574;0.492749056333781;3.01816963168527;Sedge Wren
BOREAL SOFTWOOD SHIELD;4.12817715138763;2.5945153383859;5.51527222997802;Sedge Wren
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;1.16377215771763;-0.698680288977584;2.19733110665122;Marsh Wren
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.74870238629256;1.24992052744213;2.60201891566474;Marsh Wren
BOREAL HARDWOOD TRANSITION;3.15790249334992;1.43047206440589;4.10920385142598;Marsh Wren
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;0.325432562339098;-0.393197875269328;1.49637377177836;Gray Catbird
BOREAL HARDWOOD TRANSITION;0.374304120605092;-0.231767967945513;1.22967357812378;Gray Catbird
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.38156289502084;0.0135156134807201;0.622169639050046;Gray Catbird
TAIGA SHIELD AND HUDSON PLAINS;0.97981484949173;0.152029895873311;2.12169852154504;Gray Catbird
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.251388816494508;-0.91015795510966;0.562916840936392;Brown Thrasher
BOREAL SOFTWOOD SHIELD;0.132612290832277;-1.61375712321591;1.10143637115089;Brown Thrasher
BOREAL HARDWOOD TRANSITION;0.690742181611302;-1.09475836583135;2.01493518989504;Brown Thrasher
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.01587276404156;-3.65401681226643;-0.649284571226146;Northern Mockingbird
BOREAL SOFTWOOD SHIELD;0.898662369100292;-3.13691764167222;3.3134944168612;Northern Mockingbird
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;-2.86281988849002;-3.38412123330702;-2.20775022479407;European Starling
TAIGA SHIELD AND HUDSON PLAINS;-2.79832887804666;-3.55668327716548;-1.97158887461437;European Starling
BOREAL HARDWOOD TRANSITION;-2.00539818676451;-2.72212524947191;-1.36470485833511;European Starling
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.83980798088309;-2.10857903764858;-1.40196610389992;European Starling
BOREAL SOFTWOOD SHIELD;-2.19518537366154;-4.09630875090679;-1.36311641632053;Eastern Bluebird
TAIGA SHIELD AND HUDSON PLAINS;-1.24392412395747;-2.48477237838308;-0.633970625300547;Eastern Bluebird
BOREAL HARDWOOD TRANSITION;-0.668033860255262;-2.04244828007125;0.21759327667557;Eastern Bluebird
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.0748132236172667;-0.594663374730513;0.366299327267542;Eastern Bluebird
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.31917118793981;-1.46749535127161;-0.693488680387311;Veery
BOREAL HARDWOOD TRANSITION;-0.26769954653213;-0.685435847171711;0.0853475268299353;Veery
BOREAL SOFTWOOD SHIELD;0.0724243249727432;-0.597006573575431;0.728381165940732;Veery
TAIGA SHIELD AND HUDSON PLAINS;1.18904996354668;0.475002262263221;2.48408690626381;Veery
BOREAL HARDWOOD TRANSITION;-0.922052795683956;-1.31554751326592;-0.37182612001084;Swainson's Thrush
TAIGA SHIELD AND HUDSON PLAINS;-0.786260032102191;-2.92167933006577;1.67151942185816;Swainson's Thrush
BOREAL SOFTWOOD SHIELD;-0.62215801404006;-1.37535380866914;-0.02719798881822;Swainson's Thrush
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.088827054127577;-1.01021476521111;0.779225655491044;Swainson's Thrush
BOREAL SOFTWOOD SHIELD;-4.01757053925207;-4.59427573465812;-3.11511263422025;Hermit Thrush
BOREAL HARDWOOD TRANSITION;-2.38212908584384;-3.27861578751387;-1.83434797128016;Hermit Thrush
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.00687891864168;-2.43118695511924;-1.03650491768632;Hermit Thrush
TAIGA SHIELD AND HUDSON PLAINS;0.411929124554312;-2.3985196214766;1.62780389838115;Hermit Thrush
BOREAL HARDWOOD TRANSITION;0.206034909708048;-1.029165942317;1.24012172507825;Wood Thrush
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.532361833827674;-0.294449919332344;1.03503701472615;Wood Thrush
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
TAIGA SHIELD AND HUDSON PLAINS;-1.6436637266353;-2.29015318046126;-0.88653797607368;American Robin
BOREAL HARDWOOD TRANSITION;-1.33783010769412;-1.59944178798095;-0.73704411263641;American Robin
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.797922838477483;-1.13703529147313;-0.577070925944321;American Robin
BOREAL SOFTWOOD SHIELD;-0.78658254154292;-1.24544645912444;-0.226047582003375;American Robin
BOREAL SOFTWOOD SHIELD;-1.73221245533967;-2.71245000275839;0.132701602293597;House Sparrow
BOREAL HARDWOOD TRANSITION;0.0530071950350193;-0.959350242035543;0.907992463463608;House Sparrow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.50135909005327;0.247710203930298;1.13300844029419;House Sparrow
NA;NA;NA;NA;NA
BOREAL HARDWOOD TRANSITION;-4.67190834445619;-5.36401414828309;-3.10112584616648;Evening Grosbeak
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.2159968669377;-5.21841085517151;-0.836685629981181;Evening Grosbeak
BOREAL SOFTWOOD SHIELD;1.27057063033096;0.23328336119058;3.74552167373179;Evening Grosbeak
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;-1.21837269119154;-1.74339432379659;-0.527192835086341;Pine Grosbeak
TAIGA SHIELD AND HUDSON PLAINS;-0.207402937977403;-0.957080451178134;0.935809510760916;Pine Grosbeak
BOREAL HARDWOOD TRANSITION;0.223137165704782;-0.89440334248292;1.02503414185706;Pine Grosbeak
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;7.06848921332584;5.61572844801799;8.92276952712751;Pine Grosbeak
BOREAL HARDWOOD TRANSITION;1.55444996761599;-1.33787193790312;4.76060322219974;House Finch
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;2.65893265602722;2.20309515338937;3.02170252123792;House Finch
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL HARDWOOD TRANSITION;0.649704125978478;0.0876268621962676;1.32882885689078;Purple Finch
BOREAL SOFTWOOD SHIELD;0.735030562915233;-0.253624980773866;1.24987031006836;Purple Finch
TAIGA SHIELD AND HUDSON PLAINS;1.16005021371693;0.0681273888918509;2.41604049410392;Purple Finch
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.70345751535358;0.646594255042667;2.83638957816594;Purple Finch
BOREAL SOFTWOOD SHIELD;-4.60529353544683;-5.25810499759331;-3.97475684636502;Common Redpoll
BOREAL HARDWOOD TRANSITION;-3.68145429830845;-4.51223651097187;-2.95017633905183;Common Redpoll
TAIGA SHIELD AND HUDSON PLAINS;-2.40041889890634;-3.11362390265769;-1.48104079930179;Common Redpoll
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.61204371052346;0.877757215402249;2.52264635994445;Common Redpoll
TAIGA SHIELD AND HUDSON PLAINS;-1.0102147157571;-2.805264671231;2.13957825768745;Red Crossbill
BOREAL SOFTWOOD SHIELD;1.67770282984309;0.549589353812382;3.53061691284824;Red Crossbill
BOREAL HARDWOOD TRANSITION;3.37276045525502;2.16353456988236;4.44394605931843;Red Crossbill
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;4.84877601788741;3.95281500206411;7.68221857100295;Red Crossbill
TAIGA SHIELD AND HUDSON PLAINS;2.54671410053236;1.29697986666639;3.62773815260325;White-winged Crossbill
BOREAL SOFTWOOD SHIELD;4.78388339026206;3.87868182339717;5.61302698136539;White-winged Crossbill
BOREAL HARDWOOD TRANSITION;6.02891631219589;4.90708283990768;7.13344067950385;White-winged Crossbill
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;8.36742423860298;7.51363745630004;10.2150045106761;White-winged Crossbill
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.1641053449484;-4.50383699834272;-1.94658375601962;Pine Siskin
TAIGA SHIELD AND HUDSON PLAINS;-2.58730446313101;-3.9553043838171;-0.920387565258822;Pine Siskin
BOREAL HARDWOOD TRANSITION;-1.72174290264411;-2.81725035126095;-0.318066438990238;Pine Siskin
BOREAL SOFTWOOD SHIELD;-0.87615153242135;-2.8698544091427;0.634881492935254;Pine Siskin
TAIGA SHIELD AND HUDSON PLAINS;-3.09731961491846;-4.05054470094223;-2.24407812388649;American Goldfinch
BOREAL SOFTWOOD SHIELD;-2.65378075645833;-3.26711950724527;-2.22807290800513;American Goldfinch
BOREAL HARDWOOD TRANSITION;-2.17529031819868;-2.61237770396883;-1.70443560149972;American Goldfinch
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.48825752260028;-1.699973001745;-1.20874341176508;American Goldfinch
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.29507385813573;-3.15209019669929;-1.72009286859447;Grasshopper Sparrow
BOREAL HARDWOOD TRANSITION;-1.03614119445029;-2.30275166501913;0.745059472707076;Grasshopper Sparrow
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
TAIGA SHIELD AND HUDSON PLAINS;-1.4132348162035;-2.15101034633387;-0.33933713816842;Chipping Sparrow
BOREAL HARDWOOD TRANSITION;-1.32980271379592;-1.75739243207458;-0.845516899701616;Chipping Sparrow
